Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
1,Exit long,2025-03-10 07:45,Exit Long,19934.25,5,199837.5,-495,-0.25,722.5,0.36,-495,-0.25,-495,0.00
1,Entry long,2025-03-10 04:45,Long trade,19983.75,5,199837.5,-495,-0.25,722.5,0.36,-495,-0.25,-495,0.00
2,Exit short,2025-03-11 08:15,Close entry(s) order Short trade,19473,5,195505,775,0.40,797.5,0.41,-332.5,-0.17,280,0.00
2,Entry short,2025-03-11 04:15,Short trade,19550.5,5,195505,775,0.40,797.5,0.41,-332.5,-0.17,280,0.00
3,Exit short,2025-03-12 07:15,Exit Short,19596.75,5,195460,-507.5,-0.26,225,0.12,-507.5,-0.26,-227.5,0.00
3,Entry short,2025-03-12 05:00,Short trade,19546,5,195460,-507.5,-0.26,225,0.12,-507.5,-0.26,-227.5,0.00
4,Exit short,2025-03-12 08:15,Close entry(s) order Short trade,19576.75,5,195867.5,100,0.05,220,0.11,-212.5,-0.11,-127.5,0.00
4,Entry short,2025-03-12 07:30,Short trade,19586.75,5,195867.5,100,0.05,220,0.11,-212.5,-0.11,-127.5,0.00
5,Exit short,2025-03-14 08:15,Close entry(s) order Short trade,19480,5,194442.5,-357.5,-0.18,455,0.23,-470,-0.24,-485,0.00
5,Entry short,2025-03-14 04:30,Short trade,19444.25,5,194442.5,-357.5,-0.18,455,0.23,-470,-0.24,-485,0.00
6,Exit short,2025-03-17 06:30,Exit Short,19663,5,196127.5,-502.5,-0.26,182.5,0.09,-502.5,-0.26,-987.5,0.00
6,Entry short,2025-03-17 04:30,Short trade,19612.75,5,196127.5,-502.5,-0.26,182.5,0.09,-502.5,-0.26,-987.5,0.00
7,Exit short,2025-03-17 08:15,Close entry(s) order Short trade,19676.25,5,196987.5,225,0.11,387.5,0.20,-187.5,-0.10,-762.5,0.00
7,Entry short,2025-03-17 07:15,Short trade,19698.75,5,196987.5,225,0.11,387.5,0.20,-187.5,-0.10,-762.5,0.00
8,Exit long,2025-03-19 06:00,Exit Long,19779.5,5,196702.5,1092.5,0.56,1092.5,0.56,-115,-0.06,330,0.00
8,Entry long,2025-03-19 03:45,Long trade,19670.25,5,196702.5,1092.5,0.56,1092.5,0.56,-115,-0.06,330,0.00
9,Exit short,2025-03-19 06:45,Close entry(s) order Short trade,19758.25,5,197717.5,135,0.07,162.5,0.08,-137.5,-0.07,465,0.00
