Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
61,Entry long,2025-04-08 10:00,Long trade,18248,3,109488,318,0.29,318,0.29,-175.5,-0.16,2322,0.00
62,Exit long,2025-04-08 10:15,Exit Long,18346.75,3,109759.5,321,0.29,321,0.29,-96,-0.09,2643,0.00
62,Entry long,2025-04-08 10:15,Long trade,18293.25,3,109759.5,321,0.29,321,0.29,-96,-0.09,2643,0.00
63,Exit long,2025-04-09 10:00,Exit Long,17386.5,3,104685,-366,-0.35,0,0.00,-366,-0.35,2277,0.00
63,Entry long,2025-04-09 10:00,Long trade,17447.5,3,104685,-366,-0.35,0,0.00,-366,-0.35,2277,0.00
64,Exit long,2025-04-09 10:15,Exit Long,17416,3,104178,318,0.31,318,0.31,-27,-0.03,2595,0.00
64,Entry long,2025-04-09 10:15,Long trade,17363,3,104178,318,0.31,318,0.31,-27,-0.03,2595,0.00
65,Exit short,2025-04-09 10:30,Exit Short,17504,3,104671.5,-352.5,-0.34,286.5,0.27,-352.5,-0.34,2242.5,0.00
65,Entry short,2025-04-09 10:30,Short trade,17445.25,3,104671.5,-352.5,-0.34,286.5,0.27,-352.5,-0.34,2242.5,0.00
66,Exit long,2025-04-10 10:00,Exit Long,18714.25,3,111967.5,318,0.28,318,0.28,0,0.00,2560.5,0.00
66,Entry long,2025-04-10 10:00,Long trade,18661.25,3,111967.5,318,0.28,318,0.28,0,0.00,2560.5,0.00
67,Exit long,2025-04-10 10:15,Exit Long,18672.5,3,111724.5,310.5,0.28,310.5,0.28,-183,-0.16,2871,0.00
67,Entry long,2025-04-10 10:15,Long trade,18620.75,3,111724.5,310.5,0.28,310.5,0.28,-183,-0.16,2871,0.00
68,Exit long,2025-04-11 10:00,Exit Long,18602.75,3,111300,316.5,0.28,316.5,0.28,0,0.00,3187.5,0.00
68,Entry long,2025-04-11 10:00,Long trade,18550,3,111300,316.5,0.28,316.5,0.28,0,0.00,3187.5,0.00
69,Exit long,2025-04-11 10:15,Exit Long,18580.75,3,111166.5,318,0.29,318,0.29,0,0.00,3505.5,0.00
69,Entry long,2025-04-11 10:15,Long trade,18527.75,3,111166.5,318,0.29,318,0.29,0,0.00,3505.5,0.00
