Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
1,Exit short,2025-03-07 06:00,Exit Short,5758.5,1,288187.5,262.5,0.09,262.5,0.09,-137.5,-0.05,262.5,0.00
1,Entry short,2025-03-07 05:45,Short trade,5763.75,1,288187.5,262.5,0.09,262.5,0.09,-137.5,-0.05,262.5,0.00
2,Exit short,2025-03-07 07:15,Exit Short,5757.5,1,288112.5,237.5,0.08,237.5,0.08,-337.5,-0.12,500,0.00
2,Entry short,2025-03-07 06:15,Short trade,5762.25,1,288112.5,237.5,0.08,237.5,0.08,-337.5,-0.12,500,0.00
3,Exit long,2025-03-07 08:30,Exit Long,5737.25,1,287650,-787.5,-0.27,175,0.06,-787.5,-0.27,-287.5,0.00
3,Entry long,2025-03-07 07:30,Long trade,5753,1,287650,-787.5,-0.27,175,0.06,-787.5,-0.27,-287.5,0.00
4,Exit long,2025-03-07 08:45,Exit Long,5744,1,287987.5,-787.5,-0.27,87.5,0.03,-787.5,-0.27,-1075,0.00
4,Entry long,2025-03-07 08:45,Long trade,5759.75,1,287987.5,-787.5,-0.27,87.5,0.03,-787.5,-0.27,-1075,0.00
5,Exit long,2025-03-10 06:45,Exit Long,5714.25,1,285450,262.5,0.09,262.5,0.09,-150,-0.05,-812.5,0.00
5,Entry long,2025-03-10 06:45,Long trade,5709,1,285450,262.5,0.09,262.5,0.09,-150,-0.05,-812.5,0.00
6,Exit long,2025-03-10 07:00,Exit Long,5714,1,285450,250,0.09,250,0.09,-275,-0.10,-562.5,0.00
6,Entry long,2025-03-10 07:00,Long trade,5709,1,285450,250,0.09,250,0.09,-275,-0.10,-562.5,0.00
7,Exit long,2025-03-10 07:15,Exit Long,5720,1,285737.5,262.5,0.09,262.5,0.09,-187.5,-0.07,-300,0.00
7,Entry long,2025-03-10 07:15,Long trade,5714.75,1,285737.5,262.5,0.09,262.5,0.09,-187.5,-0.07,-300,0.00
8,Exit long,2025-03-10 08:30,Exit Long,5690.75,1,285337.5,-800,-0.28,37.5,0.01,-800,-0.28,-1100,0.00
8,Entry long,2025-03-10 08:00,Long trade,5706.75,1,285337.5,-800,-0.28,37.5,0.01,-800,-0.28,-1100,0.00
9,Exit long,2025-03-10 08:45,Exit Long,5701,1,284812.5,237.5,0.08,237.5,0.08,-137.5,-0.05,-862.5,0.00
9,Entry long,2025-03-10 08:45,Long trade,5696.25,1,284812.5,237.5,0.08,237.5,0.08,-137.5,-0.05,-862.5,0.00
10,Exit short,2025-03-11 07:00,Exit Short,5634.25,1,281950,237.5,0.08,237.5,0.08,-150,-0.05,-625,0.00
10,Entry short,2025-03-11 06:45,Short trade,5639,1,281950,237.5,0.08,237.5,0.08,-150,-0.05,-625,0.00
11,Exit short,2025-03-11 07:45,Exit Short,5651,1,281762.5,-787.5,-0.28,0,0.00,-787.5,-0.28,-1412.5,0.00
11,Entry short,2025-03-11 07:15,Short trade,5635.25,1,281762.5,-787.5,-0.28,0,0.00,-787.5,-0.28,-1412.5,0.00
12,Exit short,2025-03-11 08:00,Exit Short,5646,1,282537.5,237.5,0.08,237.5,0.08,-50,-0.02,-1175,0.00
12,Entry short,2025-03-11 08:00,Short trade,5650.75,1,282537.5,237.5,0.08,237.5,0.08,-50,-0.02,-1175,0.00
13,Exit long,2025-03-11 08:15,Exit Long,5630.5,1,281275,250,0.09,250,0.09,-162.5,-0.06,-925,0.00
13,Entry long,2025-03-11 08:15,Long trade,5625.5,1,281275,250,0.09,250,0.09,-162.5,-0.06,-925,0.00
14,Exit long,2025-03-11 08:45,Exit Long,5617.75,1,281675,-787.5,-0.28,0,0.00,-787.5,-0.28,-1712.5,0.00
14,Entry long,2025-03-11 08:30,Long trade,5633.5,1,281675,-787.5,-0.28,0,0.00,-787.5,-0.28,-1712.5,0.00
15,Exit short,2025-03-12 07:30,Exit Short,5627.25,1,280575,-787.5,-0.28,12.5,0.00,-787.5,-0.28,-2500,0.00
15,Entry short,2025-03-12 06:45,Short trade,5611.5,1,280575,-787.5,-0.28,12.5,0.00,-787.5,-0.28,-2500,0.00
16,Exit short,2025-03-13 06:45,Exit Short,5603.5,1,280425,250,0.09,250,0.09,-50,-0.02,-2250,0.00
16,Entry short,2025-03-13 06:45,Short trade,5608.5,1,280425,250,0.09,250,0.09,-50,-0.02,-2250,0.00
17,Exit short,2025-03-13 07:00,Exit Short,5594.75,1,279987.5,250,0.09,250,0.09,-162.5,-0.06,-2000,0.00
17,Entry short,2025-03-13 07:00,Short trade,5599.75,1,279987.5,250,0.09,250,0.09,-162.5,-0.06,-2000,0.00
18,Exit short,2025-03-13 07:15,Exit Short,5591.5,1,279812.5,237.5,0.08,237.5,0.08,-312.5,-0.11,-1762.5,0.00
18,Entry short,2025-03-13 07:15,Short trade,5596.25,1,279812.5,237.5,0.08,237.5,0.08,-312.5,-0.11,-1762.5,0.00
19,Exit short,2025-03-13 07:30,Exit Short,5587,1,279600,250,0.09,250,0.09,-212.5,-0.08,-1512.5,0.00
19,Entry short,2025-03-13 07:30,Short trade,5592,1,279600,250,0.09,250,0.09,-212.5,-0.08,-1512.5,0.00
20,Exit short,2025-03-13 08:45,Exit Short,5587,1,279587.5,237.5,0.08,237.5,0.08,-150,-0.05,-1275,0.00
20,Entry short,2025-03-13 08:45,Short trade,5591.75,1,279587.5,237.5,0.08,237.5,0.08,-150,-0.05,-1275,0.00
21,Exit short,2025-03-14 07:15,Exit Short,5568.25,1,278650,237.5,0.09,237.5,0.09,-137.5,-0.05,-1037.5,0.00
21,Entry short,2025-03-14 07:00,Short trade,5573,1,278650,237.5,0.09,237.5,0.09,-137.5,-0.05,-1037.5,0.00
22,Exit short,2025-03-14 08:15,Exit Short,5585.5,1,278487.5,-787.5,-0.28,50,0.02,-787.5,-0.28,-1825,0.00
22,Entry short,2025-03-14 07:30,Short trade,5569.75,1,278487.5,-787.5,-0.28,50,0.02,-787.5,-0.28,-1825,0.00
23,Exit short,2025-03-14 08:30,Exit Short,5582,1,279350,250,0.09,250,0.09,-50,-0.02,-1575,0.00
23,Entry short,2025-03-14 08:30,Short trade,5587,1,279350,250,0.09,250,0.09,-50,-0.02,-1575,0.00
24,Exit short,2025-03-14 09:15,Exit Short,5574.25,1,278962.5,250,0.09,250,0.09,-275,-0.10,-1325,0.00
24,Entry short,2025-03-14 08:45,Short trade,5579.25,1,278962.5,250,0.09,250,0.09,-275,-0.10,-1325,0.00
25,Exit short,2025-03-14 09:30,Exit Short,5587.75,1,278600,-787.5,-0.28,175,0.06,-787.5,-0.28,-2112.5,0.00
25,Entry short,2025-03-14 09:30,Short trade,5572,1,278600,-787.5,-0.28,175,0.06,-787.5,-0.28,-2112.5,0.00
26,Exit short,2025-03-17 08:30,Exit Short,5618,1,281150,250,0.09,250,0.09,-575,-0.20,-1862.5,0.00
26,Entry short,2025-03-17 06:45,Short trade,5623,1,281150,250,0.09,250,0.09,-575,-0.20,-1862.5,0.00
27,Exit short,2025-03-17 08:45,Exit Short,5640.5,1,282262.5,237.5,0.08,237.5,0.08,-100,-0.04,-1625,0.00
27,Entry short,2025-03-17 08:45,Short trade,5645.25,1,282262.5,237.5,0.08,237.5,0.08,-100,-0.04,-1625,0.00
28,Exit short,2025-03-17 09:00,Exit Short,5636.75,1,282075,237.5,0.08,237.5,0.08,-75,-0.03,-1387.5,0.00
28,Entry short,2025-03-17 09:00,Short trade,5641.5,1,282075,237.5,0.08,237.5,0.08,-75,-0.03,-1387.5,0.00
29,Exit short,2025-03-17 09:15,Exit Short,5635.5,1,282012.5,237.5,0.08,237.5,0.08,0,0.00,-1150,0.00
29,Entry short,2025-03-17 09:15,Short trade,5640.25,1,282012.5,237.5,0.08,237.5,0.08,0,0.00,-1150,0.00
30,Exit short,2025-03-17 09:30,Exit Short,5653,1,281862.5,-787.5,-0.28,225,0.08,-787.5,-0.28,-1937.5,0.00
30,Entry short,2025-03-17 09:30,Short trade,5637.25,1,281862.5,-787.5,-0.28,225,0.08,-787.5,-0.28,-1937.5,0.00
31,Exit long,2025-03-18 07:00,Exit Long,5721,1,285825,225,0.08,225,0.08,-75,-0.03,-1712.5,0.00
31,Entry long,2025-03-18 06:45,Long trade,5716.5,1,285825,225,0.08,225,0.08,-75,-0.03,-1712.5,0.00
32,Exit long,2025-03-18 07:45,Exit Long,5718.5,1,285675,250,0.09,250,0.09,-25,-0.01,-1462.5,0.00
32,Entry long,2025-03-18 07:45,Long trade,5713.5,1,285675,250,0.09,250,0.09,-25,-0.01,-1462.5,0.00
33,Exit long,2025-03-18 09:15,Exit Long,5711.25,1,285325,237.5,0.08,237.5,0.08,-225,-0.08,-1225,0.00
