Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
1,Exit long,2025-03-10 04:40,Exit Long,5718,2,572525,-725,-0.13,100,0.02,-725,-0.13,-725,0.00
1,Entry long,2025-03-10 04:35,Long trade,5725.25,2,572525,-725,-0.13,100,0.02,-725,-0.13,-725,0.00
2,Exit short,2025-03-11 04:00,Exit Short,5631.5,2,563375,225,0.04,225,0.04,-200,-0.04,-500,0.00
2,Entry short,2025-03-11 04:00,Short trade,5633.75,2,563375,225,0.04,225,0.04,-200,-0.04,-500,0.00
3,Exit short,2025-03-11 04:10,Exit Short,5641,2,563400,-700,-0.12,0,0.00,-700,-0.12,-1200,0.00
3,Entry short,2025-03-11 04:10,Short trade,5634,2,563400,-700,-0.12,0,0.00,-700,-0.12,-1200,0.00
4,Exit short,2025-03-11 04:15,Exit Short,5638.25,2,564025,200,0.04,200,0.04,-175,-0.03,-1000,0.00
4,Entry short,2025-03-11 04:15,Short trade,5640.25,2,564025,200,0.04,200,0.04,-175,-0.03,-1000,0.00
5,Exit short,2025-03-11 04:30,Close entry(s) order Short trade,5643.25,2,564000,-325,-0.06,75,0.01,-375,-0.07,-1325,0.00
5,Entry short,2025-03-11 04:25,Short trade,5640,2,564000,-325,-0.06,75,0.01,-375,-0.07,-1325,0.00
6,Exit short,2025-03-12 04:00,Exit Short,5599,2,559175,-725,-0.13,25,0.00,-725,-0.13,-2050,0.00
6,Entry short,2025-03-12 03:50,Short trade,5591.75,2,559175,-725,-0.13,25,0.00,-725,-0.13,-2050,0.00
7,Exit long,2025-03-13 03:40,Exit Long,5572.75,2,557050,225,0.04,225,0.04,-150,-0.03,-1825,0.00
7,Entry long,2025-03-13 03:40,Long trade,5570.5,2,557050,225,0.04,225,0.04,-150,-0.03,-1825,0.00
8,Exit long,2025-03-13 03:45,Exit Long,5571.5,2,556975,175,0.03,175,0.03,-50,-0.01,-1650,0.00
8,Entry long,2025-03-13 03:45,Long trade,5569.75,2,556975,175,0.03,175,0.03,-50,-0.01,-1650,0.00
9,Exit long,2025-03-13 04:00,Exit Long,5568,2,556575,225,0.04,225,0.04,-200,-0.04,-1425,0.00
9,Entry long,2025-03-13 03:55,Long trade,5565.75,2,556575,225,0.04,225,0.04,-200,-0.04,-1425,0.00
10,Exit long,2025-03-13 04:15,Exit Long,5570.25,2,556850,175,0.03,175,0.03,0,0.00,-1250,0.00
10,Entry long,2025-03-13 04:15,Long trade,5568.5,2,556850,175,0.03,175,0.03,0,0.00,-1250,0.00
11,Exit long,2025-03-17 03:40,Exit Long,5603.25,2,560125,200,0.04,200,0.04,0,0.00,-1050,0.00
11,Entry long,2025-03-17 03:40,Long trade,5601.25,2,560125,200,0.04,200,0.04,0,0.00,-1050,0.00
12,Exit short,2025-03-17 04:00,Exit Short,5607,2,560950,250,0.04,250,0.04,-100,-0.02,-800,0.00
12,Entry short,2025-03-17 04:00,Short trade,5609.5,2,560950,250,0.04,250,0.04,-100,-0.02,-800,0.00
13,Exit long,2025-03-17 04:20,Exit Long,5607.25,2,560525,200,0.04,200,0.04,-25,0.00,-600,0.00
13,Entry long,2025-03-17 04:20,Long trade,5605.25,2,560525,200,0.04,200,0.04,-25,0.00,-600,0.00
14,Exit short,2025-03-17 04:30,Exit Short,5609.5,2,561150,200,0.04,200,0.04,-225,-0.04,-400,0.00
